,MVT_GT_2011,MVT_GT_2012,MVT_GT_2013,MVT_GT_2014,MVT_GT_2015,MVT_GT_2016,MVT_GT_2017,MVT_GT_2018,MVT_GT_2019,MVT_GT_2020,MVT_GT_2021,MVT_GT_2022
Lansing MI,11.0,25.0,44.0,56.0,,34,24,37,51,49,30,40
Las Vegas NV,77.0,70.0,61.0,80.0,83.0,77,73,76,80,73,61,87
Lexington KY,22.0,33.0,43.0,58.0,50.0,38,36,40,43,44,35,43
Little Rock-Pine Bluff AR,28.0,33.0,49.0,57.0,59.0,55,50,43,48,49,37,44
Los Angeles CA,58.0,60.0,77.0,91.0,82.0,82,57,67,68,63,50,65
Louisville KY,40.0,32.0,48.0,71.0,52.0,63,48,56,57,66,51,55
Madison WI,29.0,40.0,29.0,41.0,52.0,44,28,65,53,49,34,56
Memphis TN,42.0,31.0,37.0,66.0,45.0,67,49,77,64,65,49,79
Miami-Ft. Lauderdale FL,47.0,45.0,67.0,68.0,61.0,64,57,50,62,48,36,46
Milwaukee WI,48.0,39.0,35.0,43.0,80.0,75,63,59,51,54,58,77
Minneapolis-St. Paul MN,39.0,34.0,40.0,69.0,47.0,39,39,45,48,56,56,63
Mobile AL-Pensacola (Ft. Walton Beach) FL,76.0,15.0,55.0,47.0,26.0,47,41,40,60,47,25,39
Monterey-Salinas CA,31.0,60.0,73.0,37.0,47.0,85,34,67,100,45,52,31
Nashville TN,35.0,36.0,47.0,59.0,48.0,48,43,55,58,50,36,49
New Orleans LA,41.0,33.0,44.0,75.0,53.0,57,50,57,55,68,32,58
New York NY,44.0,36.0,49.0,57.0,49.0,45,34,40,39,41,32,38
Norfolk-Portsmouth-Newport News VA,40.0,38.0,52.0,56.0,57.0,47,37,50,54,52,39,59
Oklahoma City OK,66.0,27.0,46.0,58.0,59.0,59,56,60,62,54,41,45
Omaha NE,43.0,51.0,70.0,78.0,57.0,70,34,48,64,51,41,58
Orlando-Daytona Beach-Melbourne FL,50.0,44.0,49.0,63.0,61.0,58,45,46,57,46,32,43
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,28.0,32.0,66.0,44.0,36.0,32,34,33,61,44,39,34
Peoria-Bloomington IL,35.0,45.0,27.0,53.0,38.0,25,27,30,47,25,35,40
Philadelphia PA,45.0,44.0,66.0,67.0,48.0,50,37,42,46,43,38,57
Phoenix AZ,48.0,47.0,65.0,76.0,58.0,58,50,49,59,52,39,49
Pittsburgh PA,33.0,37.0,31.0,45.0,44.0,38,29,26,35,32,25,31
Portland OR,54.0,47.0,33.0,53.0,54.0,74,60,77,82,73,78,95
Portland-Auburn ME,26.0,26.0,50.0,25.0,31.0,15,36,35,16,43,20,26
Providence RI-New Bedford MA,38.0,35.0,37.0,67.0,65.0,50,48,35,48,42,42,36
Raleigh-Durham (Fayetteville) NC,35.0,27.0,41.0,53.0,44.0,38,27,36,42,45,35,37
Reno NV,37.0,36.0,86.0,77.0,78.0,72,55,39,57,46,41,52
Richmond-Petersburg VA,14.0,33.0,37.0,48.0,38.0,41,36,56,55,44,28,43
Rochester NY,31.0,27.0,40.0,54.0,56.0,35,24,42,37,33,35,48
Sacramento-Stockton-Modesto CA,55.0,64.0,88.0,94.0,90.0,89,69,88,84,77,53,66
Salt Lake City UT,38.0,36.0,57.0,75.0,62.0,56,40,50,47,50,34,43
San Antonio TX,56.0,52.0,66.0,84.0,71.0,61,44,59,60,59,39,62
San Diego CA,63.0,56.0,89.0,96.0,71.0,81,55,68,77,62,49,60
San Francisco-Oakland-San Jose CA,60.0,65.0,81.0,88.0,77.0,72,58,63,73,63,57,70
Santa Barbara-Santa Maria-San Luis Obispo CA,55.0,29.0,37.0,77.0,51.0,69,26,59,59,38,36,39
Savannah GA,31.0,36.0,31.0,58.0,33.0,52,31,49,38,46,37,34
Seattle-Tacoma WA,60.0,61.0,70.0,92.0,75.0,86,59,65,78,65,54,81
Shreveport LA,58.0,18.0,53.0,41.0,39.0,53,57,53,47,24,30,48
Sioux Falls(Mitchell) SD,39.0,18.0,72.0,44.0,61.0,21,13,38,49,34,40,13
Spokane WA,59.0,56.0,73.0,83.0,54.0,57,62,54,54,40,36,49
Springfield MO,53.0,33.0,33.0,64.0,28.0,53,40,54,56,49,34,41
Springfield-Holyoke MA,24.0,27.0,37.0,35.0,26.0,48,31,40,47,41,31,48
St. Louis MO,42.0,39.0,55.0,81.0,71.0,59,49,55,71,68,45,76
Syracuse NY,23.0,23.0,53.0,41.0,28.0,29,22,36,41,36,25,41
Tampa-St. Petersburg (Sarasota) FL,38.0,32.0,48.0,64.0,63.0,64,46,54,51,50,33,43
Toledo OH,45.0,29.0,56.0,58.0,28.0,28,22,45,35,31,45,50
Tucson (Sierra Vista) AZ,68.0,53.0,58.0,61.0,54.0,63,51,49,59,43,31,53
Tulsa OK,65.0,53.0,80.0,49.0,54.0,91,45,89,88,69,51,59
Waco-Temple-Bryan TX,29.0,30.0,25.0,78.0,57.0,43,42,40,57,52,34,49
Washington DC (Hagerstown MD),43.0,37.0,49.0,53.0,43.0,48,34,36,40,39,33,40
West Palm Beach-Ft. Pierce FL,43.0,47.0,48.0,54.0,55.0,61,47,59,46,38,36,42
Wichita-Hutchinson KS,38.0,40.0,55.0,78.0,64.0,50,52,60,51,41,42,55
Wilkes Barre-Scranton PA,41.0,31.0,49.0,62.0,39.0,44,34,39,41,31,27,38
Yakima-Pasco-Richland-Kennewick WA,30.0,,48.0,97.0,29.0,71,51,42,73,40,41,68
Amarillo TX,,21.0,33.0,,93.0,26,31,43,81,34,41,33
Ft. Smith-Fayetteville-Springdale-Rogers AR,,18.0,26.0,52.0,38.0,36,23,37,59,36,31,40
Roanoke-Lynchburg VA,,45.0,27.0,14.0,8.0,50,26,36,48,32,24,48
